ID,owner_age,personal_income,business_expenses,business_turnover,business_age_years,Target,savings_and_assets,debt_and_repayment,res_to_shocks,access_to_cred
ID_Y6B0M1,35.0,300000.0,90000.0,100000.0,10.0,Low,36.541,54.81,81.20400000000001,33.285
ID_SJPCJD,43.0,12000.0,5000.0,20000.0,8.0,Low,18.059,58.31399999999999,79.56400000000001,22.502
ID_GM5SRZ,61.0,1800.0,100.0,1000.0,10.0,Low,17.392,34.536,80.07600000000001,22.502
ID_Q21VTX,19.0,,,,1.0,Low,21.058,34.216,115.53200000000001,34.221
ID_R0TOKP,55.0,5500.0,97000.0,227290.0,4.0,Medium,38.987,56.92700000000001,115.53200000000001,11.719
ID_JYQ7EY,48.0,12.0,10800.0,14400.0,9.0,Low,38.979,34.896,115.02000000000001,34.221
ID_7UUBRJ,38.0,1500.0,500.0,1000.0,6.0,Medium,34.095,48.77100000000001,66.65100000000001,33.285
ID_PM21B0,18.0,1000.0,500.0,800.0,1.0,Low,38.987,40.08,115.186,33.285
ID_QSVLC5,47.0,1600.0,3000.0,4100.0,22.0,Low,17.392,34.536,79.73700000000001,22.502
ID_UVJYTM,33.0,250.0,100.0,600.0,1.0,Medium,20.513,34.536,80.07600000000001,23.438
ID_THV1D1,60.0,20.0,100.0,300.0,20.0,Low,22.278,34.896,115.53200000000001,34.221
ID_GOCRK5,30.0,1500.0,2000.0,5000.0,3.0,Low,20.513,31.614,78.71300000000001,23.438
ID_P47D9G,55.0,800.0,24000.0,45000.0,8.0,Low,40.321,40.08,115.02000000000001,33.285
ID_XI1S9N,43.0,300000.0,150000.0,3480000.0,9.0,Low,30.299,45.654,81.20400000000001,33.285
ID_10UCS1,38.0,360.0,1800.0,4680.0,6.0,Medium,37.759,25.720000000000002,70.74900000000001,34.221
ID_JVU2CG,33.0,2000.0,2300.0,2500.0,1.0,Low,44.554,46.77100000000001,115.186,33.285
ID_80ND3Y,35.0,97.0,97.0,500.0,4.0,Low,8.696,58.974000000000004,79.73700000000001,22.502
ID_9HGMTV,35.0,3000.0,15000.0,25000.0,5.0,Low,8.696,32.469,80.24900000000001,22.502
ID_GQ7P7S,60.0,500.0,300.0,350.0,33.0,Low,20.513,34.536,79.73700000000001,22.502
ID_R7GOKL,52.0,130.0,30.0,80.0,10.0,Low,20.513,35.196000000000005,80.07600000000001,23.438
ID_8JB90C,36.0,14000.0,5500.0,14000.0,7.0,Low,20.513,34.536,79.73700000000001,22.502
ID_KGVXLO,40.0,4000.0,1600.0,2500.0,10.0,Low,18.059,49.818,79.56400000000001,22.502
ID_0BVUM9,19.0,240000.0,55000.0,240000.0,,Low,29.079,44.974000000000004,81.20400000000001,35.157
ID_0FVLC2,64.0,70000.0,30000.0,2100000.0,,Low,24.732,44.974000000000004,81.20400000000001,33.285
ID_87SW1K,50.0,2000.0,3600.0,300.0,15.0,Medium,39.646,41.985,115.02000000000001,33.285
ID_K98XVI,36.0,3800.0,23000.0,18000.0,6.0,Low,38.987,48.09100000000001,115.02000000000001,33.285
ID_1WHS0S,40.0,2500000.0,2000000.0,30000000.0,5.0,High,30.299,53.47,80.69200000000001,11.719
ID_INJXXL,35.0,300.0,,,4.0,Low,21.058,34.896,115.02000000000001,34.221
ID_OCN8DS,52.0,500000.0,1800000.0,6000000.0,2.0,Medium,30.299,45.654,81.20400000000001,33.285
ID_2VD183,26.0,3600.0,,,7.0,Low,38.979,34.216,115.02000000000001,34.221
ID_ZTGBIB,72.0,10525.0,1200.0,1200.0,37.0,High,38.987,49.21600000000001,50.171,35.157
ID_GFVND9,51.0,6000.0,10000.0,97.0,14.0,Low,20.513,34.536,79.56400000000001,23.438
ID_3JPMKR,55.0,20000.0,9000.0,20000.0,3.0,Low,18.059,50.478,79.73700000000001,22.502
ID_KYGO3U,28.0,150000.0,12000.0,30000.0,10.0,Low,29.079,48.77100000000001,80.69200000000001,35.157
ID_WKFU90,44.0,3000.0,1638.0,3000.0,17.0,Low,20.513,39.45,80.07600000000001,22.502
ID_P3A0MQ,32.0,500000.0,700000.0,1500000.0,3.0,Low,24.732,45.654,80.69200000000001,33.285
ID_PR38U4,48.0,1200.0,5000.0,5000.0,12.0,Medium,37.759,39.81,66.99000000000001,34.221
ID_GH3D6G,31.0,60.0,240.0,720.0,6.0,Low,38.979,34.556000000000004,115.53200000000001,34.221
ID_F76PK9,62.0,75000.0,8600.0,35000.0,30.0,Medium,22.967,49.818,80.24900000000001,22.502
ID_P8PWN4,36.0,500000.0,650000.0,1400000.0,11.0,High,27.178,45.654,105.66900000000001,11.719
ID_8L73D9,39.0,180.0,180.0,360.0,18.0,Low,22.278,25.720000000000002,115.53200000000001,34.221
ID_M8LHPW,23.0,800000.0,4800000.0,9600000.0,8.0,Medium,24.732,45.63400000000001,80.69200000000001,33.285
ID_LKFXHK,60.0,7500.0,140000.0,170000.0,18.0,High,34.079,57.26700000000001,66.47800000000001,33.285
ID_5DT454,65.0,150.0,7200.0,12000.0,1.0,Medium,33.412,34.216,52.599999999999994,34.221
ID_Q28QAQ,43.0,500000.0,20000.0,130000.0,12.0,Low,24.732,53.47,81.20400000000001,33.285
ID_R8JUDW,25.0,200.0,2160.0,2400.0,3.0,Medium,33.412,34.216,66.47800000000001,34.221
ID_9JBTMM,34.0,600.0,1440.0,72000.0,2.0,Low,37.759,34.216,115.02000000000001,34.221
ID_1J8RGO,41.0,120000.0,90000.0,5200000.0,8.0,Low,30.299,37.818000000000005,81.20400000000001,35.157
ID_Q6DNN8,47.0,55.0,36000.0,36000.0,3.0,Low,22.278,26.400000000000002,115.02000000000001,34.221
ID_3X7995,20.0,200.0,300.0,500.0,0.0,Medium,44.554,33.489,115.53200000000001,33.285
ID_FJMZGW,60.0,70.0,7200.0,18000.0,1.0,Low,21.058,34.896,115.02000000000001,34.221
ID_0BT7RO,45.0,100000.0,400000.0,2500000.0,5.0,Medium,25.391,55.92700000000001,87.09400000000001,33.285
ID_8F1N2O,47.0,6500.0,60000.0,95000.0,5.0,Medium,34.079,48.09100000000001,66.99000000000001,33.285
ID_MKMK9U,38.0,20000.0,15000.0,40000.0,4.0,Low,27.853,46.31400000000001,80.69200000000001,33.285
ID_QYSPR3,48.0,250.0,600.0,1800.0,5.0,Low,22.278,34.216,115.02000000000001,34.221
ID_2FKNVZ,35.0,572000.0,150000.0,6864000.0,15.0,Low,23.512,45.654,80.69200000000001,33.285
ID_6GCSWI,57.0,60.0,3120.0,3840.0,2.0,Low,21.058,34.896,115.53200000000001,34.221
ID_F025LO,35.0,4000.0,4500.0,8500.0,0.0,Medium,50.796,40.665,115.186,33.285
ID_VV1ERK,59.0,6000.0,1500.0,4000.0,16.0,Medium,25.421,49.818,79.73700000000001,22.502
ID_MEPSV6,53.0,200.0,3996.0,7200.0,8.0,Medium,22.278,34.896,66.47800000000001,34.221
ID_X2JAS0,35.0,200.0,240.0,2160.0,11.0,Low,38.979,34.896,115.19300000000001,34.221
ID_6A1K42,24.0,300.0,1800.0,5400.0,2.0,Low,33.412,26.400000000000002,115.02000000000001,34.221
ID_5CCASB,48.0,1000.0,3000.0,500.0,5.0,Medium,39.646,48.09100000000001,115.53200000000001,35.157
ID_NI4EUB,38.0,200.0,50.0,150.0,8.0,Medium,25.421,49.818,80.07600000000001,22.502
ID_RKF4HT,33.0,97.0,1700.0,800.0,5.0,Low,17.392,34.536,79.218,23.438
ID_E1OH6X,28.0,400000.0,200000.0,220000.0,8.0,Medium,30.299,15.75,80.69200000000001,11.719
ID_PN0TYT,30.0,299.0,3960.0,10224.0,0.0,Low,33.412,34.896,115.02000000000001,33.285
ID_EYMOML,73.0,1050.0,150.0,300.0,3.0,Medium,22.3,49.818,80.07600000000001,22.502
ID_YJF6J2,46.0,100.0,240.0,960.0,3.0,Low,22.278,39.47,115.70500000000001,33.285
ID_9QLJMF,33.0,1500000.0,500000.0,1500000.0,2.0,Low,29.079,40.275000000000006,81.20400000000001,33.285
ID_8QAJXH,53.0,350.0,285.0,300.0,2.0,Low,17.392,34.536,79.56400000000001,22.502
ID_F65J1V,29.0,1500.0,5000.0,4000.0,5.0,Medium,20.513,39.45,79.56400000000001,22.502
ID_V3ACSH,54.0,400.0,1200.0,2400.0,5.0,Low,33.412,34.216,115.02000000000001,34.221
ID_83O3FO,52.0,450000.0,300000.0,450000.0,18.0,Low,21.611,45.63400000000001,81.20400000000001,35.157
ID_M4S459,43.0,600000.0,60000.0,80000.0,19.0,Low,19.823999999999998,46.31400000000001,119.436,35.157
ID_DNHBOB,42.0,2500.0,1400.0,1800.0,2.0,Medium,20.513,34.536,79.218,22.502
ID_KQKRHZ,23.0,5000.0,18000.0,54000.0,2.0,Low,22.278,25.720000000000002,115.02000000000001,34.221
ID_8F2DXR,61.0,4000.0,4000.0,8000.0,37.0,Low,44.554,41.400000000000006,115.70500000000001,35.157
ID_ORI52X,38.0,750000.0,500000.0,9000000.0,10.0,Low,24.732,54.13000000000001,80.69200000000001,36.092999999999996
ID_V2FK3Q,40.0,200000.0,50000.0,80000.0,20.0,Low,24.732,53.47,80.69200000000001,33.285
ID_QDGBK2,38.0,900.0,1500.0,150.0,15.0,Low,38.987,65.17800000000001,115.02000000000001,33.285
ID_NKK1JX,54.0,700.0,500.0,750.0,0.0,Low,44.554,39.4,115.186,35.157
ID_OI9WM1,42.0,1500.0,9600.0,12000.0,1.0,Low,27.853,47.45100000000001,115.53200000000001,33.285
ID_2JBTZG,30.0,50.0,250.0,300.0,0.0,Low,20.513,35.196000000000005,79.56400000000001,22.502
ID_1DZXGU,44.0,100000.0,40000.0,60000.0,3.0,Low,25.391,44.974000000000004,81.20400000000001,44.068
ID_CMKTLZ,46.0,6000.0,26400.0,72000.0,8.0,Low,44.554,56.587,115.02000000000001,33.285
ID_8KY6E1,47.0,200.0,500.0,3600.0,7.0,Low,37.759,39.13,115.02000000000001,34.221
ID_DPUOPG,22.0,150.0,1200.0,3600.0,2.0,Medium,33.412,34.216,66.47800000000001,33.285
ID_JKSL66,40.0,13000.0,6000.0,10000.0,3.0,Medium,34.079,48.576,66.65100000000001,33.285
ID_OOFPTF,47.0,350.0,2400.0,3600.0,25.0,Low,21.058,39.13,115.02000000000001,34.221
ID_SD7GDP,47.0,3000.0,500.0,1500.0,20.0,Medium,22.967,50.478,79.56400000000001,22.502
ID_8O9XS2,29.0,500000.0,600000.0,6000000.0,7.0,Low,30.299,45.654,81.20400000000001,33.285
ID_VDN0A5,68.0,70000.0,15000.0,40000.0,,Low,26.633000000000003,46.31400000000001,81.20400000000001,33.285
ID_0KASZB,43.0,500000.0,130000.0,600000.0,2.0,Low,30.299,48.77100000000001,80.69200000000001,33.285
ID_PRDDTB,62.0,1500.0,150.0,1000.0,7.0,Medium,20.513,39.45,80.07600000000001,22.502
ID_H13TYG,34.0,25.0,360.0,600.0,3.0,Medium,22.278,39.81,72.88000000000001,34.221
ID_FWQVAL,62.0,120.0,100.0,80.0,39.0,Low,14.938,54.732,80.07600000000001,22.502
ID_W9XXLU,48.0,100000.0,6000.0,15000.0,10.0,Low,30.299,48.77100000000001,80.69200000000001,33.285
ID_5XDKU6,41.0,2500.0,300.0,560.0,10.0,Medium,20.513,34.536,79.56400000000001,22.502
ID_5ZOW60,40.0,2200.0,1500.0,3000.0,6.0,Low,32.761,48.77100000000001,115.02000000000001,33.285
ID_6NFCQM,59.0,6000.0,3500.0,6000.0,9.0,Medium,39.646,57.26700000000001,67.16300000000001,35.157
ID_65HYS7,41.0,50.0,240.0,960.0,4.0,Low,38.979,42.712,115.53200000000001,34.221
ID_VYE1II,53.0,250000.0,230000.0,600000.0,6.0,Low,30.299,45.654,80.69200000000001,33.285
ID_VNQFST,36.0,200.0,600.0,1800.0,5.0,Low,37.759,26.400000000000002,115.53200000000001,34.221
ID_8YSVCZ,25.0,1000.0,2740.0,6000.0,0.0,Low,19.846,50.478,79.73,23.438
ID_TP7BD4,28.0,8000.0,23100.0,96000.0,1.0,Low,38.987,41.400000000000006,115.02000000000001,33.285
ID_OXIE0R,36.0,500.0,1000.0,1500.0,0.0,Low,27.853,48.09100000000001,115.186,35.157
ID_WJQ4TA,51.0,700.0,1000.0,1500.0,0.0,Low,27.853,48.77100000000001,115.02000000000001,35.157
ID_FT5HKO,32.0,250000.0,80000.0,400000.0,1.0,Medium,25.391,47.431000000000004,81.20400000000001,33.285
ID_72NMCE,25.0,840000.0,75000.0,360000.0,2.0,Low,36.541,45.974000000000004,81.20400000000001,35.157
ID_IMMNST,28.0,500.0,500.0,1100.0,6.0,Low,27.853,41.400000000000006,115.02000000000001,33.285
ID_SB9FYY,22.0,3000.0,180.0,300.0,10.0,Medium,11.15,35.196000000000005,79.218,23.438
ID_S1UYSZ,35.0,28000.0,900000.0,1200000.0,7.0,Low,30.299,48.111000000000004,81.20400000000001,36.092999999999996
ID_9JP50E,49.0,250000.0,120000.0,190000.0,5.0,Low,30.299,45.654,80.69200000000001,33.285
ID_6F70RT,54.0,100.0,4800.0,12960.0,7.0,Medium,33.412,34.896,46.71,34.221
ID_LMWNMJ,40.0,1000.0,1000.0,2000.0,2.0,Low,19.846,54.732,79.73,22.502
ID_IK3TDW,35.0,600.0,1900.0,2500.0,3.0,Medium,38.987,41.400000000000006,115.19300000000001,33.285
ID_R1BLLY,26.0,450000.0,20000.0,15000.0,,Low,23.512,46.31400000000001,81.20400000000001,35.157
ID_9LBPRE,50.0,25.0,80.0,25.0,5.0,Low,21.058,34.896,115.53200000000001,34.221
ID_FDTNBS,32.0,2000.0,1500.0,2000.0,6.0,Low,44.554,48.77100000000001,115.53200000000001,35.157
ID_C2WKJY,24.0,100.0,1440.0,2400.0,4.0,Low,21.058,26.400000000000002,115.02000000000001,34.221
ID_UKP6JR,57.0,100.0,50.0,100.0,1.0,Low,20.513,35.196000000000005,79.56400000000001,22.502
ID_FVTACB,43.0,2000.0,900.0,1200.0,9.0,Medium,11.15,43.032000000000004,80.07600000000001,22.502
ID_MKGZBY,33.0,20000.0,10000.0,7000.0,5.0,Medium,11.15,40.11,80.07600000000001,22.502
ID_Q9MLPN,44.0,850000.0,1500000.0,2400000.0,4.0,Low,27.853,45.654,80.69200000000001,33.285
ID_J02WY0,78.0,4950.0,600.0,4000.0,2.0,Medium,20.513,34.536,79.218,23.438
ID_58OESQ,30.0,3600.0,4320.0,72000.0,3.0,Low,33.412,34.896,115.02000000000001,34.221
ID_6P5WPE,44.0,80.0,360.0,600.0,5.0,Low,22.278,34.216,115.02000000000001,34.221
ID_PBEDEA,33.0,31466666.0,1250000.0,2250000.0,4.0,Low,30.299,45.654,80.69200000000001,35.157
ID_1J2ABL,47.0,300000.0,720000.0,3600000.0,24.0,Low,24.732,45.63400000000001,81.20400000000001,35.157
ID_OYC3RW,35.0,1500.0,500.0,3500.0,2.0,Low,27.853,48.77100000000001,114.674,33.285
ID_VA2UHT,43.0,200.0,650.0,1000.0,9.0,Low,20.513,35.196000000000005,79.56400000000001,22.502
ID_AOBLJ0,20.0,2000.0,1500.0,2000.0,0.0,Low,20.513,34.536,79.218,22.502
ID_3KX7EE,24.0,1000.0,7900.0,10000.0,5.0,High,31.541000000000004,26.118000000000002,71.57900000000001,33.285
ID_Q5XCB7,39.0,150.0,2400.0,4200.0,0.0,Medium,33.412,34.896,56.061,34.221
ID_TDY61A,19.0,50000.0,17000.0,5000.0,7.0,Low,27.853,46.31400000000001,81.20400000000001,33.285
ID_RXYCO8,47.0,97.0,120.0,450.0,0.0,Low,17.392,26.040000000000003,79.73,22.502
ID_O9W6YA,25.0,12000.0,8000.0,12000.0,8.0,Low,14.938,49.818,79.56400000000001,22.502
ID_M6AQWQ,35.0,450000.0,15000.0,30000.0,12.0,Low,24.732,45.63400000000001,81.20400000000001,33.285
ID_BEI3ZY,23.0,10920.0,2496.0,131040.0,1.0,Low,33.412,26.400000000000002,115.19300000000001,34.221
ID_2C523F,42.0,300.0,1800.0,3600.0,0.0,Low,38.979,34.896,115.02000000000001,34.221
ID_CTSUFL,33.0,4000.0,18000.0,42000.0,1.0,Medium,38.987,48.09100000000001,66.47800000000001,33.285
ID_XIFH93,36.0,100.0,9600.0,9600.0,3.0,Low,21.058,34.216,115.02000000000001,34.221
ID_PGW00J,43.0,1980000.0,54000.0,66000.0,20.0,Low,24.732,46.31400000000001,81.20400000000001,35.157
ID_E4S4MF,68.0,4000.0,4000.0,5000.0,5.0,Low,45.888,41.400000000000006,115.02000000000001,33.285
ID_AENXXK,32.0,650000.0,35000.0,50000.0,2.0,Low,24.171,45.654,80.69200000000001,33.285
ID_UL42M3,29.0,33600.0,320000.0,384000.0,6.0,Low,33.42,47.431000000000004,115.35900000000001,33.285
ID_Z7CN0E,44.0,2000.0,5000.0,10000.0,15.0,Medium,44.554,72.549,115.02000000000001,13.591
ID_O6L1F9,52.0,1500.0,1800.0,3000.0,25.0,Low,27.853,40.08,115.02000000000001,33.285
ID_UJ3NP6,30.0,2900000.0,26000000.0,35000000.0,10.0,Low,30.299,44.974000000000004,81.20400000000001,33.285
ID_7VG6N9,25.0,700.0,1800.0,600.0,4.0,Low,20.513,35.196000000000005,79.56400000000001,22.502
ID_4HOAWQ,41.0,500.0,600.0,1000.0,10.0,Medium,8.696,49.818,79.56400000000001,22.502
ID_PEEK03,60.0,6000.0,3500.0,8000.0,4.0,Medium,38.987,48.576,55.888,33.285
ID_5ESAGK,42.0,900.0,3600.0,3600.0,10.0,Low,22.278,26.400000000000002,115.19300000000001,34.221
ID_2NBI5E,46.0,8400000.0,1000000.0,100800000.0,4.0,High,25.391,54.150000000000006,101.481,11.719
ID_QSN5QC,28.0,120000.0,40000.0,60000.0,9.0,Low,24.732,45.654,81.20400000000001,33.285
ID_WJ6O6U,51.0,97.0,100.0,97.0,3.0,Medium,20.513,35.196000000000005,79.218,22.502
ID_E186GV,37.0,6750.0,1600.0,6000.0,4.0,Low,44.554,39.4,115.02000000000001,33.285
ID_X3BID6,79.0,1060.0,25.0,60.0,5.0,Low,20.513,34.536,79.56400000000001,23.438
ID_PN1QY8,22.0,80000.0,15000.0,24000.0,,Low,32.2,46.31400000000001,80.69200000000001,33.285
ID_ST9LIF,66.0,600.0,200.0,600.0,10.0,Low,17.392,35.196000000000005,80.07600000000001,22.502
ID_ILY7E5,51.0,5000.0,500.0,1000.0,4.0,Low,20.513,34.536,79.56400000000001,22.502
ID_8N71XV,29.0,400000.0,600000.0,2400000.0,3.0,Low,24.732,48.09100000000001,81.20400000000001,44.068
ID_PQZDNH,48.0,12000.0,5000.0,9000.0,1.0,Low,14.938,54.732,79.218,23.438
ID_WUPCKU,37.0,260.0,5000.0,5000.0,13.0,Low,22.278,34.896,115.02000000000001,34.221
ID_3WPPBM,62.0,2500.0,400.0,3000.0,23.0,Low,44.554,39.4,115.19300000000001,35.157
ID_HXX3M1,37.0,3800.0,5000.0,5000.0,0.0,Medium,38.979,34.896,56.061,33.285
ID_ANGW3P,44.0,330.0,115.0,330.0,15.0,Medium,20.513,34.536,79.73700000000001,23.438
ID_X6CWZX,46.0,12500.0,19524.0,70000.0,11.0,Medium,38.987,48.09100000000001,47.222,35.157
ID_2IXW2L,31.0,80000.0,400000.0,500000.0,1.0,Low,33.42,48.431000000000004,80.69200000000001,35.157
ID_45ZWUO,75.0,1800.0,200.0,900.0,8.0,Medium,20.513,35.196000000000005,79.73700000000001,23.438
ID_H23GXR,30.0,600.0,8000.0,12000.0,1.0,Medium,38.987,46.77100000000001,66.47800000000001,33.285
ID_IYT1R9,36.0,4500.0,,,20.0,Low,33.412,43.392,115.70500000000001,34.221
ID_CNUIGE,34.0,1200.0,7200.0,12000.0,1.0,Low,38.979,34.896,115.19300000000001,33.285
ID_06DDG6,32.0,300.0,350.0,500.0,0.0,Medium,27.853,33.489,114.674,35.157
ID_BPGT99,23.0,250.0,1200.0,3000.0,2.0,Low,27.853,48.77100000000001,114.674,33.285
ID_G8P6BE,48.0,3200.0,250.0,38000.0,3.0,High,34.079,32.809,66.47800000000001,11.719
ID_IHQJ90,23.0,50000.0,40000.0,60000.0,1.0,Low,24.732,44.974000000000004,81.20400000000001,35.157
ID_MOV6KI,33.0,800.0,690.0,1500.0,4.0,Low,38.987,48.77100000000001,115.02000000000001,35.157
ID_0KM653,52.0,1500.0,9000.0,18000.0,4.0,Medium,38.979,39.13,46.71,34.221
ID_FFCXHG,49.0,9500.0,45000.0,300000.0,4.0,High,38.987,47.896,115.19300000000001,33.285
ID_6WAFFT,30.0,1100.0,500.0,1600.0,3.0,Medium,38.987,40.720000000000006,66.99000000000001,35.157
ID_UHQUSI,47.0,400.0,1800.0,2400.0,5.0,Medium,33.412,25.720000000000002,56.4,34.221
ID_B2RVND,38.0,1500.0,800.0,1500.0,1.0,Low,44.554,40.08,115.02000000000001,35.157
ID_FLVQAR,43.0,800.0,150.0,800.0,11.0,High,11.15,35.196000000000005,80.07600000000001,23.438
ID_2L3AJ8,35.0,150000.0,60000.0,135000.0,,Low,21.611,44.974000000000004,81.20400000000001,35.157
ID_Q371FD,60.0,400.0,1800.0,4800.0,10.0,Low,22.278,34.896,115.02000000000001,34.221
ID_6U5PS4,63.0,4400.0,3496.0,4400.0,30.0,Low,14.938,32.469,80.07600000000001,22.502
ID_D6ZLSN,52.0,150.0,600.0,1200.0,1.0,Low,21.058,34.216,115.02000000000001,34.221
ID_THBL9M,44.0,25.0,120.0,900.0,22.0,Low,22.278,34.896,115.53200000000001,34.221
ID_IX27KA,35.0,50.0,480.0,960.0,3.0,Low,22.278,34.216,115.53200000000001,34.221
ID_AW3OVY,43.0,2500.0,700.0,1000.0,3.0,Medium,20.513,35.196000000000005,79.73,22.502
ID_RRE5OZ,38.0,200.0,40.0,250.0,3.0,Low,17.392,34.536,79.56400000000001,22.502
ID_POMQH0,35.0,16800000.0,2400000.0,16200000.0,10.0,Medium,30.299,46.31400000000001,80.69200000000001,33.285
ID_0I8GPW,34.0,20000.0,10000.0,2190000.0,2.0,Medium,24.732,54.81,86.58200000000001,33.285
ID_FGHO4Q,33.0,2400.0,200.0,300.0,0.0,Low,27.853,40.720000000000006,115.186,35.157
ID_46KIHO,31.0,250000.0,150000.0,50000.0,2.0,Low,29.079,45.654,80.69200000000001,35.157
ID_GLCKWT,71.0,8400.0,700.0,300.0,4.0,High,32.745,47.45100000000001,66.65100000000001,35.157
ID_OIEEL8,26.0,,,,1.0,Low,21.058,34.216,114.674,34.221
ID_WC6LLC,50.0,100.0,1200.0,2400.0,7.0,Medium,22.278,34.896,66.47800000000001,34.221
ID_FRODQ4,55.0,200.0,1320.0,2400.0,7.0,Low,22.278,34.216,115.02000000000001,34.221
ID_VB99RW,51.0,2400.0,4900.0,6000.0,8.0,Low,50.796,48.77100000000001,115.02000000000001,35.157
ID_V9NOU3,75.0,7000.0,37000.0,90000.0,52.0,Medium,44.554,56.587,66.47800000000001,35.157
ID_RDPMBY,48.0,250.0,250.0,500.0,7.0,Medium,20.513,39.45,79.56400000000001,23.438
ID_QS4CPT,42.0,100.0,3000.0,3600.0,8.0,Medium,38.979,34.896,66.47800000000001,33.285
ID_O8FL67,19.0,20.0,,,0.0,Low,37.759,34.896,115.53200000000001,34.221
ID_SVSHVO,47.0,200.0,1920.0,480.0,4.0,Low,22.278,34.896,115.19300000000001,34.221
ID_XC448G,44.0,150.0,4800.0,7200.0,6.0,Medium,21.058,34.216,55.888,34.221
ID_3P8ZPF,34.0,100.0,240.0,3000.0,4.0,Low,22.278,34.216,115.53200000000001,34.221
ID_1PQFMP,22.0,1740.0,400.0,600.0,2.0,Low,44.554,49.21600000000001,115.02000000000001,35.157
ID_B9VDX0,38.0,500000.0,120000.0,450000.0,1.0,Low,30.299,53.47,80.69200000000001,35.157
ID_YTKW28,45.0,400.0,380.0,1200.0,3.0,Low,44.554,41.400000000000006,115.02000000000001,35.157
ID_5EP3NQ,27.0,1500000.0,9000000.0,14600000.0,12.0,Low,30.299,48.77100000000001,80.69200000000001,33.285
ID_FZK852,59.0,160.0,600.0,1920.0,15.0,Low,21.058,34.896,115.02000000000001,34.221
ID_XYP0RL,57.0,20.0,1800.0,3600.0,23.0,Low,22.278,39.81,139.291,33.285
ID_OFQ3W3,45.0,60000.0,6000.0,730000.0,4.0,Low,23.512,46.31400000000001,81.20400000000001,35.157
ID_MF07OL,28.0,1500.0,6000.0,300.0,10.0,Medium,43.895,49.896,66.47800000000001,37.028999999999996
ID_H2AWNF,26.0,97.0,97.0,97.0,3.0,Medium,11.15,34.536,79.218,22.502
ID_6NK9F7,28.0,500.0,2400.0,3000.0,3.0,Low,22.278,34.216,115.02000000000001,34.221
ID_7TW1PU,34.0,2800.0,5500.0,7000.0,1.0,Low,38.987,39.4,114.674,33.285
ID_OWR8J0,47.0,350000.0,60000.0,3650000.0,20.0,Low,24.732,45.654,80.69200000000001,33.285
ID_EBCXII,27.0,97.0,97.0,97.0,0.0,Low,20.513,34.536,80.07600000000001,22.502
ID_N25N8L,25.0,80000.0,200000.0,1000000.0,4.0,Medium,24.732,45.654,80.69200000000001,35.157
ID_U0I7WM,38.0,50.0,480.0,120.0,3.0,Low,33.412,34.216,115.53200000000001,34.221
ID_KEAEA8,50.0,20000.0,12000.0,20000.0,7.0,High,38.987,63.37300000000001,66.47800000000001,11.719
ID_HM22SN,33.0,300.0,97.0,300.0,8.0,Low,17.392,34.536,79.56400000000001,22.502
ID_GBOL0S,49.0,450000.0,220000.0,450000.0,3.0,Low,23.512,48.111000000000004,81.20400000000001,33.285
ID_ZMRNXJ,41.0,2000.0,,,0.0,High,22.278,34.216,112.417,11.719
ID_A0YPNC,30.0,720000.0,250000.0,720000.0,4.0,Low,30.299,45.63400000000001,80.69200000000001,33.285
ID_YHONBP,65.0,15000.0,8000.0,14000.0,5.0,Medium,38.987,40.08,66.47800000000001,35.157
ID_ORWIXZ,22.0,5000.0,38000.0,50000.0,1.0,Low,38.987,39.74,115.02000000000001,35.157
ID_Y3RZTP,34.0,4000.0,1500.0,4000.0,3.0,Medium,27.853,39.4,67.16300000000001,33.285
ID_8INNU7,44.0,14600.0,1200.0,10000.0,3.0,Low,17.392,39.45,79.56400000000001,22.502
ID_DWV654,43.0,20.0,96.0,240.0,1.0,Low,22.278,34.216,115.53200000000001,34.221
ID_I3P0OI,32.0,150000.0,20000.0,800000.0,10.0,Low,27.853,46.31400000000001,80.69200000000001,33.285
ID_VGUW48,44.0,8000.0,5912.0,8000.0,0.0,Medium,50.796,48.77100000000001,66.132,37.028999999999996
ID_F3V2A8,35.0,2000000.0,2000000.0,48000000.0,11.0,High,25.391,53.47,45.513000000000005,11.719
ID_OBRUJ1,26.0,230.0,1380.0,2760.0,6.0,Low,22.278,34.896,115.70500000000001,34.221
ID_RZFDYX,50.0,80000.0,60000.0,960000.0,3.0,Low,26.633000000000003,45.654,80.69200000000001,35.157
ID_XQ7XL8,54.0,6000.0,3500.0,6000.0,1.0,Low,20.513,26.040000000000003,79.56400000000001,22.502
ID_C8QYDQ,32.0,200.0,360.0,840.0,5.0,Low,21.058,34.216,115.19300000000001,34.221
ID_314LKY,24.0,25000.0,18000.0,21000.0,1.0,Low,26.633000000000003,46.31400000000001,81.20400000000001,33.285
ID_4VKNQU,64.0,2000.0,800.0,5000.0,5.0,Low,17.392,34.536,79.56400000000001,22.502
ID_P5T33J,67.0,30000.0,12500.0,24000.0,4.0,Low,24.732,44.974000000000004,79.668,44.068
ID_6L7J4V,30.0,400000.0,50000.0,11520000.0,2.0,Medium,25.391,45.63400000000001,80.69200000000001,33.285
ID_814ZR0,45.0,60.0,720.0,720.0,3.0,Medium,22.278,25.720000000000002,66.99000000000001,34.221
ID_L8OS9X,59.0,1000.0,1200.0,150.0,5.0,Medium,27.853,48.77100000000001,66.47800000000001,33.285
